person_id,person_type,activity_id,context,role,years_involved,recognition_level
A26-104102,Applicant,ACT-23,High School,Captain,2,None
A26-104102,Applicant,ACT-29,High School,Officer,1,None
A26-104539,Applicant,ACT-09,High School,Member,1,National
A26-104539,Applicant,ACT-12,High School,Member,2,School
A26-104539,Applicant,ACT-23,High School,Founder,1,School
A26-107273,Applicant,ACT-12,High School,Captain,3,None
A26-107273,Applicant,ACT-30,High School,President,3,Regional
A26-107273,Applicant,ACT-05,High School,Officer,1,School
A26-107273,Applicant,ACT-08,High School,Member,4,School
A26-104691,Applicant,ACT-06,High School,Member,1,None
A26-104691,Applicant,ACT-21,High School,Member,2,School
A26-104691,Applicant,ACT-15,High School,Member,4,School
A26-104843,Applicant,ACT-01,High School,Member,3,School
A26-104843,Applicant,ACT-21,High School,Member,3,School
A26-104843,Applicant,ACT-12,High School,Member,3,None
A26-104843,Applicant,ACT-24,High School,Officer,4,None
A26-103918,Applicant,ACT-29,High School,Officer,4,None
A26-103918,Applicant,ACT-05,High School,Member,1,School
A26-103918,Applicant,ACT-03,High School,Member,3,Regional
A26-103918,Applicant,ACT-12,High School,President,1,Regional
A26-103918,Applicant,ACT-17,High School,Member,3,None
A26-103918,Applicant,ACT-19,High School,Officer,4,None
A26-103918,Applicant,ACT-42,High School,Captain,4,None
A26-104317,Applicant,ACT-12,High School,Member,2,State
A26-104317,Applicant,ACT-05,High School,Member,1,None
A26-104317,Applicant,ACT-07,High School,Member,1,None
A26-104317,Applicant,ACT-06,High School,Member,1,School
A26-106780,Applicant,ACT-26,High School,Officer,3,State
A26-106780,Applicant,ACT-01,High School,Member,2,None
A26-106780,Applicant,ACT-15,High School,Officer,3,National
A26-106780,Applicant,ACT-11,High School,Member,3,None
A26-106780,Applicant,ACT-21,High School,Member,1,None
A26-107963,Applicant,ACT-08,High School,President,1,None
A26-107963,Applicant,ACT-21,High School,Member,4,None
A26-107963,Applicant,ACT-12,High School,Officer,4,None
A26-103097,Applicant,ACT-10,High School,Member,4,School
A26-103097,Applicant,ACT-08,High School,Founder,4,None
A26-103097,Applicant,ACT-23,High School,President,4,None
A26-103097,Applicant,ACT-12,High School,Officer,2,None
A26-103097,Applicant,ACT-05,High School,Member,4,School
A26-102043,Applicant,ACT-15,High School,Member,3,School
A26-102043,Applicant,ACT-30,High School,Member,4,School
A26-102043,Applicant,ACT-23,High School,Officer,2,None
A26-102043,Applicant,ACT-03,High School,Officer,2,State
A26-102043,Applicant,ACT-27,High School,Member,2,Regional
A26-102043,Applicant,ACT-13,High School,Member,2,National
A26-103525,Applicant,ACT-01,High School,Officer,3,Regional
A26-103525,Applicant,ACT-19,High School,President,3,School
A26-103525,Applicant,ACT-12,High School,Officer,1,School
A26-105982,Applicant,ACT-01,High School,Member,3,State
A26-105982,Applicant,ACT-04,High School,President,4,Regional
A26-105982,Applicant,ACT-23,High School,Founder,3,Regional
A26-105982,Applicant,ACT-29,High School,Officer,1,None
A26-105982,Applicant,ACT-18,High School,Member,3,Regional
A26-105380,Applicant,ACT-08,High School,Member,3,School
A26-105380,Applicant,ACT-13,High School,Officer,4,None
A26-105380,Applicant,ACT-01,High School,Member,4,None
A26-105380,Applicant,ACT-19,High School,Officer,2,None
A26-104888,Applicant,ACT-12,High School,Officer,3,None
A26-104888,Applicant,ACT-05,High School,President,1,None
A26-104888,Applicant,ACT-17,High School,Member,4,None
A26-104888,Applicant,ACT-04,High School,Captain,4,None
A26-104888,Applicant,ACT-33,High School,Member,2,None
A26-107874,Applicant,ACT-28,High School,Member,2,State
A26-107874,Applicant,ACT-20,High School,Member,1,State
A26-107874,Applicant,ACT-26,High School,Officer,1,None
A26-107874,Applicant,ACT-19,High School,Founder,1,None
A26-107874,Applicant,ACT-12,High School,Member,4,None
A26-100438,Applicant,ACT-05,High School,Member,2,None
A26-100438,Applicant,ACT-16,High School,Member,4,School
A26-100438,Applicant,ACT-07,High School,Member,4,School
A26-100438,Applicant,ACT-11,High School,President,3,Regional
A26-104326,Applicant,ACT-15,High School,Captain,2,School
A26-104326,Applicant,ACT-12,High School,Officer,1,None
A26-104326,Applicant,ACT-16,High School,Officer,3,None
A26-104326,Applicant,ACT-27,High School,Member,2,Regional
A26-104326,Applicant,ACT-23,High School,Officer,3,None
A26-104326,Applicant,ACT-18,High School,Officer,1,School
A26-108095,Applicant,ACT-09,High School,Member,3,State
A26-108095,Applicant,ACT-21,High School,Captain,4,National
A26-108095,Applicant,ACT-07,High School,Member,4,None
A26-108095,Applicant,ACT-12,High School,Captain,2,School
A26-108095,Applicant,ACT-15,High School,Member,1,None
A26-102997,Applicant,ACT-10,High School,Member,1,None
A26-102997,Applicant,ACT-28,High School,Member,1,School
A26-102997,Applicant,ACT-12,High School,Founder,1,None
A26-102997,Applicant,ACT-08,High School,Officer,3,None
A26-102997,Applicant,ACT-17,High School,Officer,2,School
A26-102997,Applicant,ACT-24,High School,Member,1,None
A26-100510,Applicant,ACT-12,High School,Member,2,School
A26-100510,Applicant,ACT-01,High School,Member,2,None
A26-100510,Applicant,ACT-23,High School,Captain,2,None
A26-106539,Applicant,ACT-17,High School,Member,3,None
A26-106539,Applicant,ACT-08,High School,Member,1,State
A26-106539,Applicant,ACT-12,High School,Member,4,None
A26-105206,Applicant,ACT-08,High School,Officer,2,None
A26-105206,Applicant,ACT-12,High School,Member,4,None
A26-105206,Applicant,ACT-30,High School,Captain,1,Regional
A26-105206,Applicant,ACT-46,High School,Member,3,None
A26-103377,Applicant,ACT-07,High School,Member,2,School
A26-103377,Applicant,ACT-08,High School,Member,2,None
A26-103377,Applicant,ACT-01,High School,Member,4,None
A26-103377,Applicant,ACT-29,High School,Member,1,School
A26-103195,Applicant,ACT-21,High School,Member,1,School
A26-103195,Applicant,ACT-23,High School,Member,2,Regional
A26-103195,Applicant,ACT-01,High School,Officer,3,Regional
A26-103195,Applicant,ACT-15,High School,Founder,1,None
A26-100984,Applicant,ACT-26,High School,Member,2,None
A26-100984,Applicant,ACT-24,High School,Member,2,None
A26-100984,Applicant,ACT-21,High School,Member,3,Regional
A26-100984,Applicant,ACT-13,High School,Member,3,None
A26-100984,Applicant,ACT-44,High School,Member,2,None
A26-100204,Applicant,ACT-05,High School,Founder,4,None
A26-100204,Applicant,ACT-22,High School,Member,3,School
A26-100204,Applicant,ACT-12,High School,Member,1,None
A26-100204,Applicant,ACT-13,High School,Officer,3,School
A26-105447,Applicant,ACT-07,High School,President,3,Regional
A26-105447,Applicant,ACT-23,High School,Member,3,None
A26-105447,Applicant,ACT-02,High School,Member,1,School
A26-107628,Applicant,ACT-05,High School,Member,1,National
A26-107628,Applicant,ACT-12,High School,Member,2,None
A26-107628,Applicant,ACT-23,High School,Member,4,None
A26-107628,Applicant,ACT-17,High School,Member,2,Regional
A26-101014,Applicant,ACT-02,High School,President,4,None
A26-101014,Applicant,ACT-25,High School,Member,4,None
A26-101014,Applicant,ACT-23,High School,Member,2,Regional
A26-101014,Applicant,ACT-06,High School,Member,4,Regional
A26-108031,Applicant,ACT-12,High School,Member,3,Regional
A26-108031,Applicant,ACT-24,High School,Founder,3,State
A26-108031,Applicant,ACT-28,High School,Member,2,None
A26-108031,Applicant,ACT-27,High School,Member,3,None
A26-108031,Applicant,ACT-15,High School,Captain,3,State
A26-106182,Applicant,ACT-01,High School,Member,4,School
A26-106182,Applicant,ACT-20,High School,Member,3,None
A26-106182,Applicant,ACT-29,High School,Captain,1,None
A26-106182,Applicant,ACT-12,High School,Member,3,Regional
A26-108377,Applicant,ACT-11,High School,Member,4,School
A26-108377,Applicant,ACT-01,High School,Member,4,None
A26-108377,Applicant,ACT-06,High School,Member,4,Regional
A26-108377,Applicant,ACT-13,High School,Member,2,None
A26-108377,Applicant,ACT-18,High School,Member,4,None
A26-107283,Applicant,ACT-23,High School,Captain,3,None
A26-107283,Applicant,ACT-15,High School,Officer,3,None
A26-107283,Applicant,ACT-26,High School,Captain,3,None
A26-107283,Applicant,ACT-08,High School,President,2,School
A26-107283,Applicant,ACT-01,High School,Member,1,None
A26-105970,Applicant,ACT-26,High School,Member,2,State
A26-105970,Applicant,ACT-23,High School,Officer,2,None
A26-105970,Applicant,ACT-12,High School,Member,2,Regional
A26-105970,Applicant,ACT-18,High School,Member,1,None
A26-105970,Applicant,ACT-27,High School,Officer,3,School
A26-105970,Applicant,ACT-09,High School,Member,1,None
A26-107558,Applicant,ACT-06,High School,Member,2,Regional
A26-107558,Applicant,ACT-10,High School,Member,3,None
A26-107558,Applicant,ACT-27,High School,Member,2,None
A26-107558,Applicant,ACT-44,High School,Member,3,School
A26-102153,Applicant,ACT-06,High School,Member,2,None
A26-102153,Applicant,ACT-12,High School,Member,1,None
A26-102153,Applicant,ACT-15,High School,Captain,4,None
A26-107815,Applicant,ACT-08,High School,Member,4,None
A26-107815,Applicant,ACT-23,High School,Founder,4,Regional
A26-107815,Applicant,ACT-12,High School,Officer,4,None
A26-104525,Applicant,ACT-25,High School,Member,4,None
A26-104525,Applicant,ACT-04,High School,Member,2,State
A26-104525,Applicant,ACT-12,High School,Member,4,State
A26-104525,Applicant,ACT-15,High School,Member,1,None
A26-103986,Applicant,ACT-09,High School,Member,3,None
A26-103986,Applicant,ACT-06,High School,Member,2,School
A26-103986,Applicant,ACT-01,High School,Member,1,None
A26-103986,Applicant,ACT-15,High School,Member,1,Regional
A26-103986,Applicant,ACT-05,High School,Member,3,Regional
A26-103490,Applicant,ACT-29,High School,Member,3,Regional
A26-103490,Applicant,ACT-12,High School,Officer,2,School
A26-103490,Applicant,ACT-09,High School,Member,3,School
A26-103490,Applicant,ACT-07,High School,Officer,1,None
A26-107889,Applicant,ACT-02,High School,President,2,None
A26-107889,Applicant,ACT-16,High School,Member,4,School
A26-107889,Applicant,ACT-08,High School,Member,1,Regional
A26-107889,Applicant,ACT-22,High School,Member,2,Regional
A26-107889,Applicant,ACT-06,High School,Officer,1,School
A26-103644,Applicant,ACT-06,High School,Member,3,National
A26-103644,Applicant,ACT-05,High School,Member,4,School
A26-103644,Applicant,ACT-23,High School,Member,3,None
A26-103644,Applicant,ACT-15,High School,Member,2,School
A26-105051,Applicant,ACT-12,High School,Officer,3,School
A26-105051,Applicant,ACT-06,High School,Member,3,School
A26-105051,Applicant,ACT-23,High School,Founder,1,None
A26-105051,Applicant,ACT-22,High School,Member,2,School
A26-105051,Applicant,ACT-07,High School,Member,3,None
A26-104011,Applicant,ACT-20,High School,Officer,4,None
A26-104011,Applicant,ACT-06,High School,Member,2,State
A26-104011,Applicant,ACT-17,High School,Member,1,None
A26-108145,Applicant,ACT-05,High School,Captain,3,None
A26-108145,Applicant,ACT-15,High School,Member,4,None
A26-108145,Applicant,ACT-06,High School,Captain,3,Regional
A26-101232,Applicant,ACT-12,High School,Member,2,School
A26-101232,Applicant,ACT-20,High School,Member,3,None
A26-101232,Applicant,ACT-08,High School,Officer,3,None
A26-105077,Applicant,ACT-07,High School,Member,4,None
A26-105077,Applicant,ACT-12,High School,Member,3,None
A26-105077,Applicant,ACT-04,High School,Captain,4,School
A26-105077,Applicant,ACT-29,High School,Officer,3,School
A26-101564,Applicant,ACT-05,High School,Officer,1,School
A26-101564,Applicant,ACT-07,High School,Member,2,None
A26-101564,Applicant,ACT-12,High School,Member,3,None
A26-101564,Applicant,ACT-25,High School,Member,3,State
A26-101564,Applicant,ACT-23,High School,Member,4,State
A26-101564,Applicant,ACT-15,High School,Member,2,None
A26-100976,Applicant,ACT-22,High School,Member,1,None
A26-100976,Applicant,ACT-23,High School,Member,4,None
A26-100976,Applicant,ACT-12,High School,Member,3,None
A26-100976,Applicant,ACT-08,High School,Officer,4,None
A26-100935,Applicant,ACT-11,High School,Member,4,Regional
A26-100935,Applicant,ACT-23,High School,Member,3,None
A26-100935,Applicant,ACT-16,High School,Officer,4,School
A26-100935,Applicant,ACT-27,High School,Member,3,None
A26-100935,Applicant,ACT-22,High School,Member,4,School
A26-100935,Applicant,ACT-15,High School,Officer,3,School
A26-102514,Applicant,ACT-07,High School,Member,1,School
A26-102514,Applicant,ACT-08,High School,Officer,3,Regional
A26-102514,Applicant,ACT-20,High School,Member,1,None
A26-102514,Applicant,ACT-12,High School,Officer,1,State
A26-102802,Applicant,ACT-08,High School,Member,4,None
A26-102802,Applicant,ACT-25,High School,Member,2,None
A26-102802,Applicant,ACT-07,High School,Member,4,None
A26-102802,Applicant,ACT-20,High School,Member,2,None
A26-101771,Applicant,ACT-12,High School,Member,1,State
A26-101771,Applicant,ACT-23,High School,Member,1,Regional
A26-101771,Applicant,ACT-08,High School,Captain,2,None
A26-101771,Applicant,ACT-01,High School,Member,3,None
A26-100542,Applicant,ACT-12,High School,Member,4,None
A26-100542,Applicant,ACT-04,High School,Member,3,None
A26-100542,Applicant,ACT-19,High School,Member,2,None
A26-101582,Applicant,ACT-28,High School,Officer,3,School
A26-101582,Applicant,ACT-15,High School,Member,3,None
A26-101582,Applicant,ACT-01,High School,Member,4,None
A26-101582,Applicant,ACT-11,High School,Officer,2,State
A26-108197,Applicant,ACT-20,High School,Member,1,None
A26-108197,Applicant,ACT-07,High School,Officer,4,Regional
A26-108197,Applicant,ACT-11,High School,Member,2,None
A26-108197,Applicant,ACT-25,High School,Officer,1,None
A26-106922,Applicant,ACT-17,High School,Officer,2,None
A26-106922,Applicant,ACT-13,High School,Member,3,School
A26-106922,Applicant,ACT-20,High School,Captain,3,None
A26-106922,Applicant,ACT-12,High School,Officer,2,None
A26-106922,Applicant,ACT-08,High School,Officer,4,None
A26-103362,Applicant,ACT-12,High School,Officer,3,None
A26-103362,Applicant,ACT-11,High School,Member,3,None
A26-103362,Applicant,ACT-04,High School,Founder,1,None
A26-103362,Applicant,ACT-29,High School,Member,2,None
A26-107794,Applicant,ACT-21,High School,Member,2,National
A26-107794,Applicant,ACT-06,High School,Member,2,State
A26-107794,Applicant,ACT-13,High School,Member,1,None
A26-107794,Applicant,ACT-12,High School,Officer,4,None
A26-107794,Applicant,ACT-23,High School,Member,1,None
A26-107794,Applicant,ACT-28,High School,Captain,1,State
A26-101284,Applicant,ACT-31,High School,Member,4,None
A26-101284,Applicant,ACT-19,High School,Officer,4,None
A26-101284,Applicant,ACT-05,High School,Member,2,School
A26-107052,Applicant,ACT-07,High School,Member,3,Regional
A26-107052,Applicant,ACT-20,High School,Officer,4,Regional
A26-107052,Applicant,ACT-14,High School,Member,1,School
A26-107052,Applicant,ACT-25,High School,Officer,3,None
A26-106569,Applicant,ACT-12,High School,Member,4,National
A26-106569,Applicant,ACT-17,High School,Officer,4,None
A26-106569,Applicant,ACT-27,High School,Member,3,School
A26-106569,Applicant,ACT-21,High School,Officer,1,School
A26-106569,Applicant,ACT-06,High School,Member,2,State
A26-106569,Applicant,ACT-39,High School,Member,4,None
A26-100998,Applicant,ACT-23,High School,Member,1,None
A26-100998,Applicant,ACT-14,High School,Officer,2,None
A26-100998,Applicant,ACT-15,High School,Officer,3,None
A26-100998,Applicant,ACT-02,High School,Member,2,None
A26-100998,Applicant,ACT-30,High School,Member,3,State
A26-100998,Applicant,ACT-45,High School,Member,3,None
A26-101780,Applicant,ACT-25,High School,Officer,4,State
A26-101780,Applicant,ACT-24,High School,Member,1,State
A26-101780,Applicant,ACT-17,High School,Member,1,National
A26-101147,Applicant,ACT-13,High School,Member,3,None
A26-101147,Applicant,ACT-23,High School,Member,4,School
A26-101147,Applicant,ACT-02,High School,Member,3,None
A26-101147,Applicant,ACT-31,High School,Captain,1,Regional
A26-101147,Applicant,ACT-26,High School,Member,1,None
A26-101147,Applicant,ACT-12,High School,Captain,2,School
A26-103963,Applicant,ACT-12,High School,Member,1,None
A26-103963,Applicant,ACT-29,High School,Member,2,None
A26-103963,Applicant,ACT-21,High School,Captain,4,None
A26-104901,Applicant,ACT-11,High School,Founder,3,State
A26-104901,Applicant,ACT-14,High School,President,2,None
A26-104901,Applicant,ACT-21,High School,Captain,4,None
A26-104901,Applicant,ACT-08,High School,Member,1,None
A26-104901,Applicant,ACT-12,High School,Member,3,State
A26-104901,Applicant,ACT-15,High School,Member,1,None
A26-104901,Applicant,ACT-33,High School,Member,4,None
A26-105898,Applicant,ACT-13,High School,Member,2,None
A26-105898,Applicant,ACT-09,High School,Member,3,State
A26-105898,Applicant,ACT-25,High School,Member,3,None
A26-105898,Applicant,ACT-02,High School,Member,1,Regional
A26-105898,Applicant,ACT-07,High School,President,2,Regional
A26-103545,Applicant,ACT-22,High School,Member,2,None
A26-103545,Applicant,ACT-19,High School,Member,4,School
