alum_id,cohort_year,entry_academic_rating,entry_hs_gpa_recalc,entry_testing_policy,entry_sat_total,entry_region,entry_hs_type,entry_first_generation,entry_family_income_band,entry_institutional_aid,entry_intended_school,entry_intended_major,entry_athletic_recruit_sport,entry_demonstrated_interest_rating,final_school,final_major,first_year_gpa,final_cum_gpa,gpa_delta,retained_year2,graduated_4yr,graduated_6yr,academic_probation_ever,major_changes,leadership_roles_count,varsity_seasons,team_captain,honors_thesis,latin_honors,internships_count,study_abroad,postgrad_status_6mo,success_attainment,success_growth,success_completion,success_contribution,exemplar_flag,success_composite_tier
L2021-10345,2021,3,3.56,Test Optional,,Mid-Atlantic,Public,N,Under $30K,2400,School of Nursing & Health,Exercise Science,,3,School of Nursing & Health,Exercise Science,3.51,3.75,0.24,Y,N,N,N,3,2,0,N,N,Y,2,Y,Employed full-time,0.9,0.6733,0.6,0.3636,N,Tier 2 - Strong
L2022-10346,2022,4,3.80,Submitted,1310,West,Private - Independent,N,$250K and above,41900,College of Fine Arts,Studio Art,,2,College of Fine Arts,Studio Art,3.64,3.57,-0.07,Y,N,Y,N,0,3,0,N,Y,N,1,N,Employed full-time,0.828,0.3663,0.6,0.8182,N,Tier 2 - Strong
L2023-10347,2023,2,3.49,Test Optional,,International,International School,Y,$100K - $149K,22800,College of Arts & Sciences,Sociology,,3,College of Arts & Sciences,Biology,2.84,3.19,0.35,Y,N,Y,N,0,0,0,N,N,N,0,N,Employed full-time,0.676,0.7822,0.6,0.0,N,Tier 4 - Struggled
L2024-10348,2024,4,3.72,Test Optional,,South,Parochial,N,$150K - $249K,41700,School of Nursing & Health,Health Administration,,3,School of Nursing & Health,Health Administration,2.93,3.02,0.09,Y,Y,Y,N,0,4,0,N,N,N,3,N,Graduate or professional school,0.608,0.5248,1.0,0.7273,Y,Tier 1 - Thrived
L2025-10349,2025,3,3.56,Submitted,1330,Midwest,Public,N,$60K - $99K,52000,School of Nursing & Health,Nursing (BSN),,3,School of Nursing & Health,Exercise Science,3.21,3.48,0.27,Y,N,N,N,0,2,0,N,N,N,1,Y,Employed full-time,0.792,0.703,0.6,0.3636,N,Tier 3 - Solid
L2019-10350,2019,3,3.68,Submitted,1300,South,Public,N,$150K - $249K,9800,School of Engineering,Computer Science,Men's Basketball,3,School of Engineering,Computer Science,3.04,3.14,0.10,Y,Y,Y,Y,1,0,3,Y,Y,N,2,N,Seeking,0.656,0.5347,0.85,0.5455,N,Tier 2 - Strong
L2020-10351,2020,2,3.48,Test Optional,,South,Charter,N,Under $30K,60900,School of Engineering,Biomedical Engineering,Swimming & Diving,3,School of Engineering,Biomedical Engineering,3.00,3.36,0.36,Y,Y,Y,N,0,4,1,N,Y,N,1,Y,Employed full-time,0.744,0.7921,1.0,1.0,Y,Tier 1 - Thrived
L2021-10352,2021,3,3.73,Submitted,1330,International,Public,N,$60K - $99K,21500,School of Business,Marketing,,3,School of Business,Marketing,3.04,3.33,0.29,Y,Y,Y,N,2,1,0,N,N,N,2,Y,Employed full-time,0.732,0.7228,1.0,0.1818,N,Tier 2 - Strong
L2022-10353,2022,3,3.61,Test Optional,,New England,Public,N,Not Reported,300,College of Arts & Sciences,Communication,,3,College of Arts & Sciences,Communication,3.68,4.00,0.32,Y,N,N,N,0,2,0,N,Y,N,2,Y,Employed full-time,1.0,0.7525,0.6,0.6364,Y,Tier 1 - Thrived
L2023-10354,2023,3,3.62,Test Optional,,West,Public,Y,$100K - $149K,4700,College of Arts & Sciences,Sociology,,4,College of Arts & Sciences,Sociology,2.42,2.46,0.04,Y,Y,Y,N,2,2,0,N,N,N,1,Y,Graduate or professional school,0.384,0.4752,1.0,0.3636,N,Tier 3 - Solid
L2024-10355,2024,3,3.68,Test Optional,,Mid-Atlantic,Public,N,$150K - $249K,38800,College of Arts & Sciences,Communication,,4,College of Arts & Sciences,Communication,3.52,3.89,0.37,N,N,N,N,0,2,0,N,N,Y,2,N,Seeking,0.956,0.802,0.15,0.3636,N,Tier 3 - Solid
L2025-10356,2025,4,3.93,Submitted,1390,New England,Public,Y,$100K - $149K,50500,College of Arts & Sciences,Sociology,,2,College of Arts & Sciences,English,3.62,3.44,-0.18,Y,Y,Y,N,3,2,0,N,N,N,3,N,Employed full-time,0.776,0.2574,1.0,0.3636,N,Tier 3 - Solid
L2019-10357,2019,1,3.13,Submitted,1100,Mid-Atlantic,Public,N,$150K - $249K,27700,School of Business,Business Analytics,,4,School of Business,Business Analytics,2.95,3.31,0.36,Y,Y,Y,N,2,1,0,N,N,N,2,Y,Employed full-time,0.724,0.7921,1.0,0.1818,Y,Tier 2 - Strong
L2020-10358,2020,4,3.68,Test Optional,,International,Charter,Y,$60K - $99K,11500,College of Arts & Sciences,Political Science,,2,College of Arts & Sciences,Political Science,3.47,3.68,0.21,Y,Y,Y,N,0,2,0,N,Y,Y,0,N,Employed full-time,0.872,0.6436,1.0,0.6364,Y,Tier 1 - Thrived
L2021-10359,2021,2,3.20,Test Optional,,International,Public,N,$150K - $249K,42500,School of Business,Supply Chain Management,,3,School of Business,Supply Chain Management,2.97,3.25,0.28,N,N,N,N,1,1,0,N,N,N,3,Y,Employed full-time,0.7,0.7129,0.15,0.1818,N,Tier 4 - Struggled
L2022-10360,2022,3,3.56,Test Optional,,New England,Parochial,N,$60K - $99K,9500,College of Arts & Sciences,Psychology,,4,College of Arts & Sciences,Psychology,3.02,3.07,0.05,Y,Y,Y,N,0,1,0,N,N,N,0,N,Employed full-time,0.628,0.4851,1.0,0.1818,N,Tier 3 - Solid
L2023-10361,2023,2,3.38,Submitted,1120,Midwest,Public,N,$150K - $249K,31500,School of Nursing & Health,Exercise Science,,1,School of Nursing & Health,Exercise Science,2.86,2.88,0.02,Y,Y,Y,N,3,1,0,N,N,N,1,N,Employed full-time,0.552,0.4554,1.0,0.1818,N,Tier 3 - Solid
L2024-10362,2024,2,3.36,Test Optional,,Mid-Atlantic,Public,N,$60K - $99K,31200,School of Nursing & Health,Exercise Science,,3,School of Nursing & Health,Exercise Science,2.79,2.84,0.05,Y,Y,Y,N,2,0,0,N,N,N,2,N,Employed full-time,0.536,0.4851,1.0,0.0,N,Tier 4 - Struggled
L2025-10363,2025,3,3.60,Test Optional,,Mid-Atlantic,Private - Independent,N,Not Reported,27600,School of Engineering,Electrical Engineering,,1,School of Engineering,Electrical Engineering,3.27,3.62,0.35,Y,Y,Y,N,1,0,0,N,Y,N,2,N,Graduate or professional school,0.848,0.7822,1.0,0.2727,Y,Tier 1 - Thrived
L2019-10364,2019,4,3.95,Submitted,1430,West,Public,N,$250K and above,24300,College of Arts & Sciences,Psychology,,2,College of Arts & Sciences,Psychology,3.63,3.97,0.34,Y,Y,Y,N,0,1,0,N,N,N,2,N,Employed full-time,0.988,0.7723,1.0,0.1818,Y,Tier 1 - Thrived
L2020-10365,2020,3,3.47,Submitted,1230,Mid-Atlantic,Public,N,$150K - $249K,39100,School of Nursing & Health,Public Health,,3,School of Nursing & Health,Public Health,2.65,2.66,0.01,Y,N,Y,N,1,0,0,N,N,N,2,Y,Employed full-time,0.464,0.4455,0.6,0.0,N,Tier 4 - Struggled
L2021-10366,2021,3,3.53,Submitted,1270,Midwest,Public,Y,Under $30K,52700,College of Arts & Sciences,Chemistry,,5,College of Arts & Sciences,Chemistry,2.89,2.85,-0.04,Y,Y,Y,N,3,0,0,N,N,N,2,N,Graduate or professional school,0.54,0.396,1.0,0.0,N,Tier 4 - Struggled
L2022-10367,2022,2,3.35,Submitted,1150,Midwest,Private - Independent,N,$150K - $249K,21800,School of Business,Business Analytics,,3,School of Business,Business Analytics,2.97,3.19,0.22,Y,Y,Y,Y,3,0,0,N,N,N,3,N,Employed full-time,0.676,0.6535,0.85,0.0,N,Tier 3 - Solid
L2023-10368,2023,4,3.86,Submitted,1320,South,Home School,N,$100K - $149K,29100,College of Fine Arts,Music Performance,Track & Field,2,College of Fine Arts,Music Performance,3.64,3.95,0.31,Y,N,Y,N,0,2,4,N,N,Y,2,N,Graduate or professional school,0.98,0.7426,0.6,0.3636,Y,Tier 2 - Strong
L2024-10369,2024,4,3.93,Test Optional,,South,Public,Y,$100K - $149K,59900,College of Arts & Sciences,Neuroscience,,4,College of Arts & Sciences,History,3.56,3.62,0.06,Y,Y,Y,N,2,1,0,N,N,N,3,N,Employed full-time,0.848,0.495,1.0,0.1818,N,Tier 3 - Solid
L2025-10370,2025,2,3.42,Submitted,1200,Midwest,Private - Independent,N,$150K - $249K,3500,School of Business,Supply Chain Management,,4,School of Business,Supply Chain Management,2.73,2.71,-0.02,Y,Y,Y,N,3,1,0,N,N,N,1,N,Employed full-time,0.484,0.4158,1.0,0.1818,N,Tier 4 - Struggled
L2019-10371,2019,3,3.62,Test Optional,,Midwest,Public,N,$150K - $249K,24400,School of Business,Management,,2,School of Business,Management,3.32,3.54,0.22,Y,Y,Y,Y,2,1,0,N,Y,N,0,N,Employed full-time,0.816,0.6535,0.85,0.4545,Y,Tier 2 - Strong
L2020-10372,2020,4,3.93,Submitted,1420,New England,Private - Independent,N,$60K - $99K,57500,School of Nursing & Health,Nursing (BSN),,5,School of Nursing & Health,Nursing (BSN),2.75,2.72,-0.03,Y,Y,Y,N,0,1,0,N,N,N,1,N,Employed full-time,0.488,0.4059,1.0,0.1818,N,Tier 4 - Struggled
L2021-10373,2021,2,3.29,Submitted,1110,New England,Public,N,$30K - $59K,16200,College of Arts & Sciences,Mathematics,,4,College of Arts & Sciences,Mathematics,2.91,3.11,0.20,Y,Y,Y,N,2,1,0,N,N,N,2,N,Graduate or professional school,0.644,0.6337,1.0,0.1818,N,Tier 3 - Solid
L2022-10374,2022,4,4.03,Submitted,1410,Mid-Atlantic,Public,N,$150K - $249K,33700,College of Arts & Sciences,Sociology,,4,College of Arts & Sciences,Sociology,3.69,3.87,0.18,Y,Y,Y,N,1,1,0,N,N,N,2,N,Employed full-time,0.948,0.6139,1.0,0.1818,Y,Tier 2 - Strong
L2023-10375,2023,3,3.48,Test Optional,,International,Private - Independent,N,$100K - $149K,30200,College of Fine Arts,Theatre,,5,College of Fine Arts,Studio Art,3.79,4.00,0.21,Y,Y,Y,N,3,1,0,N,N,Y,2,Y,Employed full-time,1.0,0.6436,1.0,0.1818,Y,Tier 2 - Strong
L2024-10376,2024,3,3.53,Test Optional,,Mid-Atlantic,Private - Independent,N,$30K - $59K,9300,College of Arts & Sciences,Biology,,3,College of Arts & Sciences,Biology,3.80,4.00,0.20,Y,Y,Y,N,0,1,0,N,N,Y,1,N,Fellowship,1.0,0.6337,1.0,0.1818,Y,Tier 2 - Strong
L2025-10377,2025,3,3.58,Submitted,1280,Mid-Atlantic,Public,N,$150K - $249K,50800,School of Business,Business Analytics,,3,School of Business,Business Analytics,3.59,3.70,0.11,Y,Y,Y,N,1,1,0,N,N,Y,3,N,Employed full-time,0.88,0.5446,1.0,0.1818,N,Tier 2 - Strong
L2019-10378,2019,4,4.01,Submitted,1360,New England,International School,Y,Under $30K,13700,College of Arts & Sciences,Sociology,Swimming & Diving,4,College of Arts & Sciences,Sociology,3.26,3.60,0.34,Y,Y,Y,N,0,1,4,Y,N,N,2,N,Graduate or professional school,0.84,0.7723,1.0,0.4545,Y,Tier 1 - Thrived
L2020-10379,2020,3,3.62,Submitted,1290,International,Public,N,$100K - $149K,32700,College of Arts & Sciences,Psychology,,1,College of Arts & Sciences,Psychology,2.38,2.49,0.11,Y,Y,Y,Y,2,1,0,N,N,N,0,N,Employed full-time,0.396,0.5446,0.85,0.1818,N,Tier 4 - Struggled
L2021-10380,2021,3,3.67,Test Optional,,Southwest,Charter,N,$100K - $149K,32800,College of Arts & Sciences,Neuroscience,,2,College of Arts & Sciences,Neuroscience,3.10,3.03,-0.07,Y,Y,Y,N,1,1,0,N,Y,N,2,Y,Employed full-time,0.612,0.3663,1.0,0.4545,N,Tier 3 - Solid
L2022-10381,2022,3,3.64,Submitted,1240,West,Private - Independent,N,$150K - $249K,53200,College of Arts & Sciences,English,,4,College of Arts & Sciences,English,2.82,2.96,0.14,Y,Y,Y,N,1,0,0,N,N,N,2,N,Graduate or professional school,0.584,0.5743,1.0,0.0,N,Tier 3 - Solid
L2023-10382,2023,2,3.32,Test Optional,,Mid-Atlantic,Home School,N,Under $30K,20000,School of Nursing & Health,Public Health,,2,School of Nursing & Health,Public Health,3.36,3.32,-0.04,Y,Y,Y,Y,2,2,0,N,N,N,1,N,Employed full-time,0.728,0.396,0.85,0.3636,N,Tier 3 - Solid
L2024-10383,2024,3,3.50,Submitted,1290,Mid-Atlantic,Public,N,$60K - $99K,3500,College of Arts & Sciences,Biology,,2,College of Arts & Sciences,History,3.19,3.43,0.24,Y,N,N,N,2,1,0,N,N,N,1,N,Graduate or professional school,0.772,0.6733,0.6,0.1818,N,Tier 3 - Solid
L2025-10384,2025,3,3.50,Test Optional,,Mid-Atlantic,Public,N,Under $30K,1700,College of Arts & Sciences,Biology,,4,College of Arts & Sciences,Biology,3.06,3.07,0.01,Y,N,Y,N,0,3,0,N,N,N,2,N,Graduate or professional school,0.628,0.4455,0.6,0.5455,N,Tier 3 - Solid
L2019-10385,2019,3,3.37,Submitted,1220,South,Private - Independent,Y,$100K - $149K,21900,School of Engineering,Mechanical Engineering,,2,School of Engineering,Chemical Engineering,2.72,2.90,0.18,Y,N,Y,N,0,0,0,N,N,N,0,Y,Seeking,0.56,0.6139,0.6,0.0,N,Tier 4 - Struggled
L2020-10386,2020,3,3.67,Submitted,1350,International,Public,N,$60K - $99K,45200,School of Business,Accounting,,2,School of Business,Accounting,3.71,4.00,0.29,Y,Y,Y,N,0,1,0,N,N,Y,3,N,Unknown,1.0,0.7228,1.0,0.1818,Y,Tier 1 - Thrived
L2021-10387,2021,3,3.60,Submitted,1300,West,Public,Y,$30K - $59K,10200,School of Business,Finance,,3,School of Business,Finance,2.74,2.73,-0.01,Y,N,N,N,0,2,0,N,N,N,1,N,Employed full-time,0.492,0.4257,0.6,0.3636,N,Tier 4 - Struggled
L2022-10388,2022,5,4.13,Submitted,1480,International,Public,Y,Under $30K,29900,School of Engineering,Mechanical Engineering,,3,School of Engineering,Mechanical Engineering,2.81,2.92,0.11,Y,Y,Y,Y,1,0,0,N,N,N,0,N,Employed full-time,0.568,0.5446,0.85,0.0,N,Tier 4 - Struggled
L2023-10389,2023,3,3.54,Test Optional,,South,Private - Independent,N,$30K - $59K,3800,College of Arts & Sciences,Mathematics,,2,College of Arts & Sciences,Mathematics,3.06,3.23,0.17,Y,Y,Y,N,0,0,0,N,N,N,2,Y,Graduate or professional school,0.692,0.604,1.0,0.0,N,Tier 3 - Solid
L2024-10390,2024,3,3.68,Test Optional,,West,International School,N,$100K - $149K,15300,College of Fine Arts,Theatre,,2,College of Fine Arts,Theatre,2.81,2.88,0.07,Y,Y,Y,Y,2,1,0,N,Y,N,1,N,Employed full-time,0.552,0.505,0.85,0.4545,N,Tier 3 - Solid
L2025-10391,2025,3,3.72,Submitted,1390,Midwest,Public,N,$60K - $99K,32200,School of Engineering,Biomedical Engineering,,2,School of Engineering,Biomedical Engineering,3.13,3.18,0.05,Y,Y,Y,N,3,1,0,N,N,N,1,N,Employed full-time,0.672,0.4851,1.0,0.1818,N,Tier 3 - Solid
L2019-10392,2019,2,3.33,Submitted,1180,Mid-Atlantic,Parochial,N,$100K - $149K,27900,School of Engineering,Civil Engineering,,4,School of Engineering,Electrical Engineering,2.72,3.08,0.36,Y,Y,Y,N,0,1,0,N,N,N,3,Y,Employed full-time,0.632,0.7921,1.0,0.1818,N,Tier 2 - Strong
L2020-10393,2020,2,3.24,Submitted,1140,Mid-Atlantic,Public,N,$150K - $249K,12800,School of Business,Business Analytics,,4,School of Business,Business Analytics,2.30,2.40,0.10,Y,Y,Y,N,0,0,0,N,N,N,0,N,Seeking,0.36,0.5347,1.0,0.0,N,Tier 4 - Struggled
L2021-10394,2021,4,3.83,Submitted,1360,New England,Public,N,$150K - $249K,19600,School of Business,Accounting,,2,School of Business,Accounting,3.77,4.00,0.23,Y,Y,Y,N,0,2,0,N,N,N,2,N,Employed full-time,1.0,0.6634,1.0,0.3636,Y,Tier 1 - Thrived
L2022-10395,2022,4,3.91,Submitted,1400,West,Public,N,$30K - $59K,41300,School of Business,Management,,3,School of Business,Finance,2.89,3.12,0.23,Y,Y,Y,N,1,2,0,N,N,N,2,N,Seeking,0.648,0.6634,1.0,0.3636,Y,Tier 2 - Strong
L2023-10396,2023,3,3.51,Submitted,1200,New England,Public,N,$60K - $99K,7900,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Undeclared,3.01,3.16,0.15,Y,Y,Y,N,0,4,0,N,N,N,1,N,Employed full-time,0.664,0.5842,1.0,0.7273,Y,Tier 1 - Thrived
L2024-10397,2024,2,3.42,Submitted,1200,South,Public,Y,Under $30K,53800,College of Arts & Sciences,Sociology,,5,College of Arts & Sciences,Sociology,2.59,2.36,-0.23,Y,N,N,N,0,1,0,N,N,N,1,N,Employed full-time,0.344,0.2079,0.6,0.1818,N,Tier 4 - Struggled
L2025-10398,2025,3,3.72,Submitted,1310,South,Public,N,$100K - $149K,60200,School of Business,Finance,,4,School of Business,Supply Chain Management,3.38,3.71,0.33,Y,Y,Y,N,0,2,0,N,Y,Y,3,N,Employed full-time,0.884,0.7624,1.0,0.6364,Y,Tier 1 - Thrived
L2019-10399,2019,2,3.32,Submitted,1130,Mid-Atlantic,Parochial,N,Not Reported,35400,College of Arts & Sciences,Undeclared,Men's Basketball,3,College of Arts & Sciences,Undeclared,2.84,3.09,0.25,Y,N,N,N,0,0,1,N,N,N,2,N,Employed full-time,0.636,0.6832,0.6,0.0,N,Tier 4 - Struggled
L2020-10400,2020,3,3.67,Test Optional,,Mid-Atlantic,Private - Independent,N,Under $30K,24300,School of Nursing & Health,Health Administration,,5,School of Nursing & Health,Health Administration,2.87,2.97,0.10,N,N,N,N,0,1,0,N,N,N,1,N,Unknown,0.588,0.5347,0.15,0.1818,N,Tier 4 - Struggled
L2021-10401,2021,4,3.81,Submitted,1350,Mid-Atlantic,Public,N,$60K - $99K,21200,College of Fine Arts,Graphic Design,,4,College of Fine Arts,Graphic Design,3.47,3.91,0.44,Y,Y,Y,N,0,0,0,N,Y,Y,1,N,Graduate or professional school,0.964,0.8713,1.0,0.2727,Y,Tier 1 - Thrived
L2022-10402,2022,3,3.75,Submitted,1270,Mid-Atlantic,Private - Independent,N,$100K - $149K,19600,School of Engineering,Civil Engineering,,3,School of Engineering,Civil Engineering,2.70,2.90,0.20,Y,N,Y,N,0,3,0,N,Y,N,2,N,Employed full-time,0.56,0.6337,0.6,0.8182,N,Tier 2 - Strong
L2023-10403,2023,3,3.74,Submitted,1260,Mid-Atlantic,Private - Independent,N,$60K - $99K,50500,School of Business,Accounting,,3,School of Business,Accounting,3.13,3.14,0.01,Y,Y,Y,Y,2,3,0,N,N,N,3,N,Seeking,0.656,0.4455,0.85,0.5455,N,Tier 3 - Solid
L2024-10404,2024,4,3.96,Submitted,1380,Mid-Atlantic,Private - Independent,N,$150K - $249K,33600,College of Arts & Sciences,Chemistry,Wrestling,3,College of Arts & Sciences,Chemistry,3.48,3.69,0.21,Y,Y,Y,N,0,4,4,N,N,Y,3,N,Graduate or professional school,0.876,0.6436,1.0,0.7273,Y,Tier 1 - Thrived
L2025-10405,2025,4,4.00,Test Optional,,Southwest,Charter,N,$30K - $59K,45700,School of Business,Marketing,,3,School of Business,Marketing,3.67,4.00,0.33,Y,Y,Y,N,3,2,0,N,N,Y,2,N,Graduate or professional school,1.0,0.7624,1.0,0.3636,Y,Tier 1 - Thrived
L2019-10406,2019,3,3.78,Submitted,1370,West,Public,N,$60K - $99K,23400,College of Arts & Sciences,Neuroscience,,4,College of Arts & Sciences,Neuroscience,2.80,2.89,0.09,N,N,N,Y,1,0,0,N,N,N,0,Y,Fellowship,0.556,0.5248,0.0,0.0,N,Tier 4 - Struggled
L2020-10407,2020,3,3.71,Test Optional,,Mid-Atlantic,Public,N,$150K - $249K,33400,College of Arts & Sciences,Economics,,3,College of Arts & Sciences,Economics,3.18,3.22,0.04,N,N,N,N,3,1,0,N,N,N,1,Y,Employed full-time,0.688,0.4752,0.15,0.1818,N,Tier 4 - Struggled
L2021-10408,2021,2,3.47,Submitted,1190,West,Public,N,$100K - $149K,37700,School of Nursing & Health,Exercise Science,,1,School of Nursing & Health,Exercise Science,3.36,3.60,0.24,Y,N,Y,N,0,0,0,N,N,N,2,N,Seeking,0.84,0.6733,0.6,0.0,N,Tier 4 - Struggled
L2022-10409,2022,3,3.41,Submitted,1270,International,Private - Independent,N,$150K - $249K,45900,College of Arts & Sciences,Economics,,3,College of Arts & Sciences,Economics,3.48,3.38,-0.10,Y,N,Y,N,1,2,0,N,Y,N,2,N,Employed full-time,0.752,0.3366,0.6,0.6364,N,Tier 3 - Solid
L2023-10410,2023,3,3.80,Test Optional,,Mid-Atlantic,Private - Independent,N,$150K - $249K,41900,College of Fine Arts,Graphic Design,,3,College of Fine Arts,Graphic Design,3.40,3.63,0.23,Y,N,Y,N,1,1,0,N,N,N,1,N,Seeking,0.852,0.6634,0.6,0.1818,N,Tier 3 - Solid
L2024-10411,2024,3,3.59,Submitted,1310,International,Public,N,$30K - $59K,34500,School of Nursing & Health,Health Administration,,5,School of Nursing & Health,Public Health,3.02,3.01,-0.01,Y,Y,Y,N,0,3,0,N,N,N,2,N,Employed full-time,0.604,0.4257,1.0,0.5455,N,Tier 2 - Strong
L2025-10412,2025,4,3.84,Submitted,1430,West,Public,N,Under $30K,18300,College of Arts & Sciences,Undeclared,,2,College of Arts & Sciences,History,3.07,3.38,0.31,Y,N,Y,Y,2,1,0,N,N,N,1,N,Unknown,0.752,0.7426,0.45,0.1818,N,Tier 4 - Struggled
L2019-10413,2019,4,3.81,Test Optional,,Mid-Atlantic,Public,Y,$150K - $249K,39800,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Chemistry,2.60,2.68,0.08,Y,Y,Y,N,1,0,0,N,Y,N,0,N,Employed full-time,0.472,0.5149,1.0,0.2727,N,Tier 3 - Solid
L2020-10414,2020,3,3.60,Submitted,1290,South,Private - Independent,N,$60K - $99K,48000,College of Arts & Sciences,Chemistry,,4,College of Arts & Sciences,Chemistry,2.76,2.71,-0.05,Y,Y,Y,N,3,0,0,N,N,N,0,N,Employed full-time,0.484,0.3861,1.0,0.0,N,Tier 4 - Struggled
L2021-10415,2021,3,3.60,Submitted,1260,Midwest,Public,N,$100K - $149K,20200,College of Arts & Sciences,Mathematics,,3,College of Arts & Sciences,Mathematics,3.18,3.46,0.28,Y,N,Y,N,2,3,0,N,N,N,2,N,Employed full-time,0.784,0.7129,0.6,0.5455,N,Tier 2 - Strong
L2022-10416,2022,3,3.45,Test Optional,,Mid-Atlantic,Public,Y,$60K - $99K,38000,School of Engineering,Electrical Engineering,,2,School of Engineering,Biomedical Engineering,2.49,2.62,0.13,Y,Y,Y,N,0,0,0,N,N,N,1,Y,Graduate or professional school,0.448,0.5644,1.0,0.0,N,Tier 4 - Struggled
L2023-10417,2023,3,3.61,Submitted,1380,Mid-Atlantic,Public,N,$30K - $59K,5400,College of Arts & Sciences,Environmental Science,,3,College of Arts & Sciences,Biology,3.08,3.36,0.28,Y,Y,Y,N,0,0,0,N,N,N,2,N,Seeking,0.744,0.7129,1.0,0.0,N,Tier 3 - Solid
L2024-10418,2024,3,3.63,Test Optional,,Mid-Atlantic,Charter,N,$250K and above,46400,School of Business,Finance,,4,School of Business,Finance,4.00,4.00,0.00,Y,Y,Y,N,0,2,0,N,N,N,2,N,Employed full-time,1.0,0.4356,1.0,0.3636,Y,Tier 2 - Strong
L2025-10419,2025,3,3.75,Test Optional,,Midwest,Charter,N,$150K - $249K,41500,School of Business,Accounting,,4,School of Business,Accounting,2.45,2.47,0.02,Y,Y,Y,Y,2,0,0,N,N,N,0,Y,Employed full-time,0.388,0.4554,0.85,0.0,N,Tier 4 - Struggled
L2019-10420,2019,3,3.72,Submitted,1290,Mid-Atlantic,Private - Independent,N,$150K - $249K,25700,School of Business,Management,,2,School of Business,Marketing,3.00,3.06,0.06,Y,Y,Y,Y,3,3,0,N,N,N,3,N,Employed full-time,0.624,0.495,0.85,0.5455,N,Tier 3 - Solid
L2020-10421,2020,3,3.49,Submitted,1220,South,Charter,N,Under $30K,33200,College of Arts & Sciences,Undeclared,,2,College of Arts & Sciences,Undeclared,3.72,3.84,0.12,Y,Y,Y,N,2,2,0,N,N,Y,1,N,Seeking,0.936,0.5545,1.0,0.3636,Y,Tier 2 - Strong
L2021-10422,2021,5,4.30,Test Optional,,New England,Parochial,N,$150K - $249K,4000,College of Arts & Sciences,English,,2,College of Arts & Sciences,English,3.71,4.00,0.29,Y,Y,Y,N,3,1,0,N,N,N,2,N,Employed full-time,1.0,0.7228,1.0,0.1818,Y,Tier 1 - Thrived
L2022-10423,2022,3,3.68,Test Optional,,New England,Public,N,$100K - $149K,59300,School of Engineering,Civil Engineering,,5,School of Engineering,Civil Engineering,3.07,3.31,0.24,Y,Y,Y,Y,0,1,0,N,N,N,3,N,Employed full-time,0.724,0.6733,0.85,0.1818,N,Tier 3 - Solid
L2023-10424,2023,1,2.85,Submitted,1030,South,Public,N,$30K - $59K,700,School of Business,Business Analytics,,5,School of Business,Business Analytics,2.74,2.87,0.13,Y,Y,Y,N,0,3,0,N,N,N,1,N,Graduate or professional school,0.548,0.5644,1.0,0.5455,Y,Tier 2 - Strong
L2024-10425,2024,3,3.62,Test Optional,,Mid-Atlantic,Parochial,Y,$60K - $99K,37200,School of Business,Marketing,,5,School of Business,Marketing,2.64,2.71,0.07,Y,Y,Y,N,1,2,0,N,N,N,2,N,Employed full-time,0.484,0.505,1.0,0.3636,N,Tier 3 - Solid
L2025-10426,2025,4,4.16,Submitted,1420,New England,Public,N,$250K and above,1200,School of Nursing & Health,Exercise Science,,4,School of Nursing & Health,Exercise Science,3.49,3.46,-0.03,Y,Y,Y,N,0,3,0,N,N,N,2,N,Employed full-time,0.784,0.4059,1.0,0.5455,Y,Tier 2 - Strong
L2019-10427,2019,4,3.88,Submitted,1390,Southwest,Public,N,Under $30K,35800,School of Nursing & Health,Exercise Science,,3,School of Nursing & Health,Health Administration,2.96,3.15,0.19,Y,Y,Y,Y,0,0,0,N,Y,N,1,N,Employed full-time,0.66,0.6238,0.85,0.2727,N,Tier 3 - Solid
L2020-10428,2020,3,3.49,Test Optional,,Southwest,Charter,N,$30K - $59K,5800,School of Engineering,Chemical Engineering,,2,School of Engineering,Chemical Engineering,2.91,3.22,0.31,N,N,N,N,3,3,0,N,N,N,1,N,Seeking,0.688,0.7426,0.15,0.5455,N,Tier 4 - Struggled
L2021-10429,2021,5,4.02,Submitted,1350,Mid-Atlantic,Public,N,$100K - $149K,56900,College of Arts & Sciences,English,,4,College of Arts & Sciences,Sociology,3.20,3.21,0.01,Y,Y,Y,N,0,0,0,N,N,N,0,N,Graduate or professional school,0.684,0.4455,1.0,0.0,N,Tier 4 - Struggled
L2022-10430,2022,2,3.37,Submitted,1190,West,Public,N,$60K - $99K,25000,School of Nursing & Health,Nursing (BSN),,4,School of Nursing & Health,Nursing (BSN),2.45,2.31,-0.14,Y,Y,Y,N,0,2,0,N,N,N,2,N,Graduate or professional school,0.324,0.297,1.0,0.3636,N,Tier 4 - Struggled
L2023-10431,2023,3,3.47,Submitted,1230,New England,Public,N,$60K - $99K,13800,School of Nursing & Health,Exercise Science,,3,School of Nursing & Health,Exercise Science,3.31,3.50,0.19,Y,Y,Y,N,0,1,0,N,N,N,1,Y,Seeking,0.8,0.6238,1.0,0.1818,N,Tier 2 - Strong
